Generation 0
(22, 13);[1,1,-1,-2,0,-3,1,0,0,-3,1,1,1,1,2,-2,0,0,1,-3,2,1,-3,-1,-2,-2,-1,-1,-2,-3,0,-1,0,1,0,-1,1,-1,-3,-3,0,-2,-1,-3,2,-2,-2,1,-1,1,1,1,0,-3,-2,2,1,2,2,-1,0,-2,-1,-1,-1,-1,-3,-3,-3,-1,0,-2,0,1,0,1,-1,2,0];0.7284687135812126;153
(22, 13);[1,-3,0,-1,-1,0,-2,0,2,-2,-3,-3,-2,2,-3,-1,1,0,0,2,-3,0,0,-3,-1,-2,2,0,-1,-3,-2,0,-1,-2,-2,0,-1,1,2,-3,-3,2,-1,-3,-3,1,2,0,1,0,-3,-2,-2,2,-3,-2,0,-1,2,-3,0,1,-3,2,2,0,0,-3,0,-1,2,-3,0,0,1,-2,-2,-1,2];0.6048691318514003;165
(22, 13);[1,2,1,0,2,1,-2,-2,1,0,-1,-2,-1,1,1,2,-2,1,2,-1,-2,-1,0,2,-3,-2,-1,0,-3,1,1,-2,-1,-3,2,0,-3,-2,0,-2,0,-2,1,-1,0,-3,-2,1,0,1,2,2,-3,2,-1,-1,-1,1,-1,1,-1,1,-2,2,2,-2,2,-1,2,-3,2,-3,-2,0,2,2,0,-3,-1];0.41697322056298375;171
(22, 13);[0,-3,-2,0,-3,-1,2,-2,-1,0,-1,-2,0,-2,1,-2,1,-2,-2,-3,1,-2,1,2,2,0,0,-1,1,0,1,0,-2,1,-1,0,-1,1,1,-1,-3,-1,-1,-3,-1,1,1,0,-1,-3,-1,-3,-1,-3,2,-1,-2,-1,1,-1,1,0,-1,2,2,1,-3,2,1,-3,1,2,-1,1,-3,-1,1,0,0];0.500666222813829;152
(22, 13);[2,-3,0,-2,1,0,2,1,-2,2,1,-1,2,0,-3,1,0,2,2,0,0,2,-2,-2,-2,2,-2,-1,2,-1,0,2,-1,2,-3,-1,-2,-3,0,2,-2,1,-3,1,0,0,-3,0,2,-1,-1,0,2,-1,-3,2,2,-1,2,2,-1,0,1,1,-2,2,2,2,-1,0,0,-1,-1,2,-2,1,1,0,1];0.5708473234295373;158
(22, 13);[-3,-1,0,-3,1,-1,-1,-2,0,2,1,2,-1,2,0,2,0,-1,2,2,-3,2,-1,0,0,-1,-3,1,-2,-2,-1,0,2,-2,0,2,0,-1,-3,1,-1,-2,-2,1,2,0,-2,2,2,-2,0,-3,-1,-3,0,-2,2,2,-1,-1,-1,0,2,-2,0,-3,-3,-2,-1,0,-2,-2,-1,-2,0,1,1,0,1];0.658483105326173;158
(22, 13);[2,-3,-3,0,2,-1,0,1,0,1,-3,-1,0,0,2,-3,2,-3,1,0,1,-1,-3,-3,-2,-1,2,2,-1,-2,1,-1,-3,1,-3,0,0,0,-3,-2,1,-3,0,-3,0,0,-2,0,2,0,-3,0,-3,-2,1,-1,2,-3,-2,0,-1,1,-2,-1,-3,0,-2,2,0,-2,-1,-1,2,0,2,1,1,2,-1];0.5892367945062493;154
(22, 13);[1,0,0,-1,-2,2,-2,-2,-1,-3,-1,1,2,0,-3,-3,-2,1,0,0,0,-3,-3,-2,0,-3,-3,2,0,-3,1,-2,-3,-2,-1,-1,-2,1,2,1,-3,2,-2,-3,0,1,1,-1,2,-2,1,-3,0,-3,2,1,0,-2,2,-2,2,-2,0,-1,-2,-3,1,0,-3,0,1,-1,2,2,0,1,2,2,1];0.6424951361683604;175
(22, 13);[-3,1,-2,-2,0,1,-2,-2,1,0,-2,-1,0,2,-1,0,1,1,2,-3,0,-2,-2,-2,2,-3,-2,-3,-1,-1,0,-1,0,0,-3,-3,2,-2,-1,-1,-1,0,0,1,-2,-3,0,-1,-2,2,-1,-2,-3,-1,-1,2,-1,2,-1,-1,-1,-3,1,-2,2,2,2,-3,2,-2,0,0,-1,0,0,-3,1,0,-3];0.8320256406305437;162
(22, 13);[2,2,2,2,1,0,2,-3,0,0,1,-3,0,0,-3,2,2,-2,0,1,-3,-2,-1,-3,0,2,0,-2,-2,1,0,-2,0,1,-3,0,-1,1,2,-3,1,-1,-3,1,-2,-2,-1,-1,-1,0,2,-1,-2,-3,-2,0,-1,2,-1,1,2,1,1,2,-3,-1,-1,1,-1,-1,-1,-2,-2,-1,2,1,-2,1,1];0.7735631842325486;161
(22, 13);[1,2,0,-2,-2,1,-1,-2,-1,2,2,-1,2,-1,-3,-1,0,-3,-3,-3,-2,2,-3,1,-2,1,-3,-2,0,2,-2,0,1,-2,-1,-2,1,2,1,2,-3,0,0,-1,-3,-3,0,-3,0,2,-1,1,1,-1,0,1,2,1,2,0,1,-2,1,0,0,-2,0,1,2,2,0,1,-1,-2,-3,1,-1,0,1];0.15491933384829668;157
(22, 13);[-3,-3,-1,2,-2,-2,-1,-2,-1,-3,-3,-1,-2,-2,-2,-1,-3,-1,-1,-1,2,1,0,0,1,-3,0,2,2,-2,1,1,0,-1,-1,0,0,1,-3,-1,-3,-1,2,-1,-3,-1,2,-1,-3,1,1,-1,2,0,0,-1,-1,2,-2,-2,0,-1,-2,-3,-2,-1,2,1,2,1,1,-1,-1,2,-2,-1,1,-2,-1];0.7515317691222375;166
(22, 13);[-3,-1,1,-2,-1,-1,-1,1,1,-3,-3,-2,0,0,-3,-3,0,-2,1,1,-3,-1,1,-2,0,-1,2,1,-1,0,-3,-1,2,-3,1,1,-3,1,2,-1,-3,-1,0,-1,-3,-2,2,-1,1,-2,-3,-3,-2,-2,1,0,1,0,1,2,-1,0,-1,-2,2,1,-1,-1,1,-2,2,2,-1,-1,1,1,2,-2,-3];0.41888741526413353;173
(22, 13);[-2,-1,-3,-3,2,-3,-1,-1,0,-1,-3,1,0,0,0,1,0,-3,-3,1,-3,-2,0,2,-1,2,2,1,-2,1,0,2,-2,2,2,0,0,-1,-1,-1,-3,1,-3,0,-2,1,2,-3,-3,1,-1,-2,1,-3,0,2,1,-2,0,2,-2,1,-3,2,2,-3,0,1,1,2,-2,-2,0,0,1,-2,-3,2,0];0.6243930386116318;167
(22, 13);[-1,0,1,0,-1,-2,-3,-2,2,-1,2,0,1,-2,-1,2,2,-2,1,1,-1,-1,-3,-2,1,-1,1,-3,-2,0,1,-2,-2,-1,-3,-2,0,-1,-1,1,-3,-3,-3,-2,1,-3,1,2,2,-2,0,2,1,1,2,2,-1,0,2,-3,0,-3,2,-2,1,1,-1,-2,-3,-3,-1,-1,1,2,1,-2,-1,2,0];0.6140575434490376;172
(22, 13);[1,-1,0,-1,0,2,2,1,2,-2,-2,-1,2,-3,2,-1,-1,-2,-1,1,-1,-2,-1,0,0,-3,-1,-3,-3,0,2,2,-2,2,1,0,1,-2,-1,-1,1,0,0,2,-1,1,-3,-1,-1,-3,-2,-3,-1,2,-1,-1,-3,2,1,0,0,1,0,-2,-1,-1,-2,-3,-2,-1,1,-3,1,-3,-3,2,1,-1,-3];0.7339391437078873;173
(22, 13);[-2,-3,2,1,-1,-1,1,0,1,-2,-2,1,-2,-2,-1,-2,2,0,1,-2,1,2,2,-3,2,-3,-2,-2,-3,2,-1,-1,-3,1,-1,-2,2,-3,-2,-2,-2,-1,0,0,-1,0,0,2,-2,-3,-2,-3,-3,-1,-2,-1,-3,2,1,-1,-2,-1,0,2,2,2,0,0,2,-2,-2,2,-1,-1,-3,-2,-2,-1,0];0.8026622369755952;180
(22, 13);[-2,-2,0,-3,-3,-2,1,2,-1,1,-3,-2,-3,0,2,-2,-1,2,-3,-1,-1,-3,-3,-2,1,0,0,0,0,-3,-2,2,-3,0,-2,-2,-2,1,1,2,0,2,-3,0,-1,-2,0,-2,-3,2,-3,-3,2,1,2,-3,-3,-2,-1,0,0,-2,-1,-2,0,-2,-3,0,-1,1,2,1,-2,-3,2,0,-3,0,2];0.35023801430836526;190
(22, 13);[0,1,-3,-2,1,-2,-3,1,2,2,2,2,1,-1,2,-3,0,-3,2,-2,-2,0,0,1,-3,2,0,1,2,0,0,-2,-1,-2,0,2,-2,-2,0,-3,-3,2,-1,2,2,0,1,-2,-3,1,2,1,-1,2,1,-3,-2,-2,-2,2,0,-1,2,-2,-1,1,0,0,1,-3,2,-2,0,1,-3,-1,-2,0,1];0.7027564774989034;168
(22, 13);[0,0,-3,2,-3,1,0,-3,0,0,0,2,-3,-3,-1,2,1,1,0,1,-1,0,-2,1,2,-1,-1,0,0,-3,-1,2,-3,2,-2,-3,-3,-1,2,1,-1,-2,-2,1,-1,-3,-1,-2,2,-1,0,2,2,1,0,-3,-2,-1,2,0,-2,-3,0,0,-2,0,1,-3,1,-2,1,-2,1,1,-2,-2,-1,-1,-2];0.6870225614927068;161
(22, 13);[2,-2,2,-2,0,0,-1,-3,1,-3,-2,0,-2,1,1,-2,-2,0,-2,-1,0,0,0,0,0,2,-3,2,-1,-2,-1,1,-1,-2,-3,2,2,2,-2,-1,2,-2,-2,-3,-1,-2,-1,-3,1,0,-1,-3,1,0,-1,-2,1,-1,1,1,-1,0,0,0,0,-1,-2,-3,0,1,-2,-1,-1,2,-1,-1,-1,-1,-3];0.5230678732248808;158
(22, 13);[-1,0,2,-3,2,1,-2,-2,-2,-3,-3,2,-2,0,-1,2,1,-1,-2,-3,-3,2,-1,-1,1,-1,0,1,0,-3,1,-3,2,-1,1,-1,-2,2,-2,1,0,-2,2,-1,0,2,-1,0,0,1,-3,1,0,-1,2,-1,-3,-1,-1,0,-3,-1,1,-2,-2,2,-3,1,2,-3,1,1,-3,0,0,1,2,-3,2];0.24221202832779934;178
