Generation 0
(22, 13);[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0];0.7858753081755401;0;0
(22, 13);[-1,0,2,-3,2,1,-2,-2,-3,-3,-3,2,-2,3,-1,2,1,1,-2,-3,-3,2,0,-1,-2,-2,2,2,-1,0,1,-3,2,-1,1,-1,-2,2,-2,1,0,-2,2,1,0,0,-3,0,2,1,-3,1,0,0,2,-1,-3,-1,-1,0,-3,1,1,-2,-2,1,-3,1,2,-3,1,1,-1,0,0,1,2,-3,2];0.05163977794943222;182;∞
(22, 13);[0,-1,-1,-2,0,-3,-1,-3,-3,1,1,1,1,0,2,-3,0,1,0,0,2,-3,2,-3,1,-2,-3,-3,1,-1,2,1,-3,-1,2,-1,-2,2,-1,-1,1,1,0,-2,-1,-2,0,1,2,1,-1,2,2,2,-1,-1,-1,-1,0,-2,-3,-1,-2,0,2,-3,1,-1,1,-1,1,1,-2,-2,2,-3,0,1,0];0.6831300510639733;160;0.4678362573099415
(22, 13);[2,-1,1,-2,-2,0,1,2,-2,0,-3,2,-3,-3,-2,1,-1,2,-1,-1,1,-1,1,-1,-1,-3,-3,-3,-3,1,-2,-1,2,1,0,-3,2,2,-1,-3,-1,2,2,-2,0,1,-1,-2,-2,2,-1,2,0,0,1,-1,0,-2,2,-3,0,0,2,-1,-1,1,2,-1,0,-3,1,-1,-1,-2,2,1,-1,-1,2];0.6748827058583341;169;0.49415204678362573
(22, 13);[-3,1,-1,0,2,0,-1,-1,2,-1,2,-2,-2,2,-3,-1,0,0,0,2,1,-3,-1,-2,1,-3,-2,-3,0,-2,1,2,1,1,-3,-1,-3,0,0,2,-2,-1,2,0,-2,0,1,1,-3,2,2,0,-1,-2,2,2,-2,-3,1,2,-2,-2,2,1,0,-3,0,0,2,0,-1,2,2,1,1,-2,-2,2,-3];0.581033561853358;170;0.49707602339181284
(22, 13);[-3,-1,0,-3,1,2,2,0,-1,-2,-1,-3,-3,-3,-3,-1,-1,-3,-1,-1,1,0,-1,-3,-3,1,0,2,-2,-2,-2,-1,-2,0,2,-3,0,-3,-1,-2,2,-2,-2,-3,-1,2,0,1,-1,1,1,-1,-3,-1,0,0,-3,-1,-3,-3,-2,-3,-2,-2,-3,2,2,-1,-2,2,2,-1,1,-3,0,0,-2,-1,1];0.21416504538945347;182;0.5321637426900585
(22, 13);[0,-2,-2,-2,-1,-2,-2,0,1,-1,2,-2,1,0,0,-3,-2,-2,2,0,-2,2,-2,1,-1,-1,-1,-3,0,-1,1,1,-2,1,1,-3,-1,2,-2,2,-2,0,-2,1,-1,-3,1,2,-3,0,1,-1,2,-2,-1,1,-3,0,2,2,2,-2,2,-1,0,-2,2,-3,1,0,0,-1,-3,-3,-2,1,0,-1,-2];0.7174027227901123;169;0.49415204678362573
(22, 13);[-1,1,0,0,-1,0,0,-3,0,-1,-1,-1,-3,-1,-1,-2,-2,-2,-3,-1,-2,-3,-1,-2,-2,2,2,-3,2,-3,-3,-3,2,0,1,2,-2,1,1,-2,0,0,-3,-3,1,2,-2,-3,-1,0,1,-2,-3,-2,-1,-2,-2,-1,-2,-1,0,-1,-2,-1,-1,-1,-1,-1,1,0,-3,-1,-1,2,2,0,2,-2,-1];0.47553478667005356;171;0.5
(22, 13);[0,-2,0,-2,-1,2,-2,-3,2,1,-3,1,-1,-1,2,-3,2,1,2,0,-3,0,1,1,-3,-2,-3,-1,0,0,-1,1,-1,1,1,0,0,-2,-3,-3,0,-3,1,-1,2,1,0,1,0,-2,2,2,-2,-1,-2,2,-1,1,-2,-3,1,1,0,-2,-2,-1,-2,1,0,-2,-1,0,0,1,-3,2,1,-1,2];0.7218494764607554;156;0.45614035087719296
(22, 13);[-3,-3,-3,-2,-1,-2,-1,-2,-1,0,-1,2,-2,-2,2,-2,0,2,2,1,-1,-2,1,1,-1,-1,0,-1,-1,-3,0,2,-3,-2,0,2,-3,-3,0,1,-3,-3,-3,0,-1,-2,0,-3,-3,1,-3,0,1,2,1,1,-2,-2,1,-3,1,-3,2,-2,-3,-1,2,-3,0,-3,-3,-1,-1,-3,1,-2,-3,-2,-2];0.5518453889753301;197;0.5760233918128655
