0;0.18;0.18;0.26;0.06;0.02;0.32;0.06;0.02;
0.82;0;0.54;0.8;0.44;0.34;0.72;0.42;0.34;
0.82;0.46;0;0.98;0.6;0.58;0.86;0.42;0.36;
0.74;0.2;0.02;0;0;0.06;0.58;0.04;0;
0.94;0.56;0.4;1;0;0.18;1;0.34;0.22;
0.98;0.66;0.42;0.94;0.82;0;1;0.5;0.46;
0.68;0.28;0.14;0.42;0;0;0;0.02;0.02;
0.94;0.58;0.58;0.96;0.66;0.5;0.98;0;0.3;
0.98;0.66;0.64;1;0.78;0.54;0.98;0.7;0;
